11639	10
11639	11
11639	13
11639	15
11650	18
11650	19
11650	21
11653	22
11653	23
11653	25
11653	27
11653	28
11653	10
11653	30
11663	31
11663	32
11663	35
11663	36
11671	37
11671	38
11671	39
11671	40
11671	42
11671	44
11679	45
11679	46
11679	47
11679	48
11679	30
11679	27
11681	49
11681	51
11681	45
11691	52
11691	54
11691	56
11691	58
11691	59
11698	60
11698	61
11698	62
11698	63
11698	64
11698	65
11698	66
11702	67
11702	68
11702	70
11702	71
11702	72
11702	56
11702	73
11704	76
11706	77
11706	78
11706	80
11706	81
11706	82
11706	83
11716	84
11716	85
11716	86
11716	88
11716	89
11718	91
11718	92
11718	10
11718	94
11718	95
11718	30
11718	27
11718	48
11725	97
11725	98
11725	99
11725	100
11729	102
11729	103
11729	104
11729	105
11729	106
11729	107
11729	108
11729	109
11729	73
11743	111
11743	54
11743	112
11743	113
11743	46
11743	115
11743	116
11749	117
11749	118
11749	119
11749	70
11749	121
11749	122
11749	123
11761	124
11761	125
11761	126
11761	77
11770	127
11770	128
11770	129
11772	130
11772	131
11772	118
11772	133
11776	54
11776	134
11776	135
11776	136
11784	137
11784	140
11784	141
11806	143
11806	144
11806	105
11806	145
11813	147
11813	148
11813	151
11813	152
11813	153
11813	154
11814	92
11814	155
11814	156
11814	157
11814	158
11814	46
11814	159
11814	141
11833	160
11833	92
11833	162
11833	163
11840	164
11840	165
11840	166
11840	167
11840	168
11859	171
11863	172
11863	174
11863	175
11871	175
11871	176
11871	177
11871	178
11871	179
11871	180
11873	181
11873	183
11873	184
11873	178
11881	46
11881	81
11881	185
11881	130
11881	186
11881	187
11881	116
11881	92
11881	188
11881	189
11881	73
11884	190
11884	191
11884	192
11891	158
11891	193
11891	188
11891	31
11891	196
11892	183
11892	198
11892	199
11892	200
11892	187
11892	144
11895	165
11895	201
11895	202
11895	30
11897	203
11897	73
11897	204
11897	205
11897	206
11897	207
11897	208
11897	209
11897	210
11910	211
11910	105
11910	77
11910	212
11910	192
11910	213
11919	215
11919	216
11919	217
11919	218
11919	178
11919	219
11919	59
11919	180
11948	220
11948	144
11948	192
11948	46
11948	81
11948	105
11948	221
11948	222
11948	116
11949	83
11949	223
11949	31
11949	144
11949	224
11949	225
11950	225
11950	226
11950	144
11951	175
11951	227
11951	228
11951	229
11951	211
11951	230
11955	231
11955	44
11957	234
11957	116
11957	137
11957	235
11957	236
11957	237
11957	86
11957	238
11963	239
11963	240
11963	177
11963	178
11963	241
11963	242
11963	243
11963	185
11972	244
11972	245
11972	137
11972	246
11972	247
11972	248
11972	249
11975	91
11975	152
11975	250
11975	46
11975	145
11979	252
11979	253
11979	176
11979	254
11979	255
12006	73
12006	144
12006	257
12006	70
12009	258
12009	259
12009	260
12009	77
12009	261
12009	262
12010	263
12010	264
12010	265
12010	266
12010	70
12010	267
12010	268
12010	192
12010	46
12010	269
12010	144
12012	270
12012	145
12012	271
12012	272
12012	273
12012	192
12013	274
12013	275
12013	171
12015	277
12015	11
12018	91
