11638	1
11638	2
11638	3
11638	4
11638	5
11639	6
11639	7
11639	8
11650	9
11650	10
11650	11
11653	12
11653	13
11653	14
11653	15
11663	16
11663	17
11671	18
11671	19
11671	20
11679	21
11679	22
11679	23
11679	24
11679	25
11679	26
11679	27
11679	28
11679	29
11681	30
11681	31
11691	32
11691	33
11698	34
11698	35
11702	36
11702	37
11702	38
11702	39
11702	40
11704	36
11704	39
11704	41
11706	36
11706	42
11706	43
11706	38
11706	44
11716	45
11716	46
11718	47
11718	29
11718	48
11718	49
11718	50
11725	51
11725	52
11729	53
11729	54
11743	55
11743	56
11749	57
11749	58
11749	59
11761	60
11761	61
11761	62
11770	63
11770	64
11772	65
11772	66
11772	67
11772	68
11772	69
11772	70
11772	71
11772	72
11776	73
11776	74
11784	75
11784	76
11784	77
11806	78
11806	79
11806	80
11813	81
11813	82
11813	83
11814	84
11814	85
11833	86
11833	87
11833	88
11833	89
11833	90
11833	91
11833	92
11840	93
11840	94
11859	95
11859	96
11863	97
11863	98
11871	99
11871	100
11873	99
11873	100
11881	101
11881	102
11881	103
11884	104
11884	105
11891	101
11891	103
11892	106
11892	107
11895	93
11895	94
11897	108
11897	109
11910	110
11910	111
11919	112
11919	113
11919	114
11919	115
11948	116
11948	117
11948	118
11948	119
11949	120
11949	121
11949	122
11950	116
11950	123
11950	124
11950	125
11951	126
11951	127
11955	128
11955	129
11955	130
11957	131
11957	132
11963	133
11963	134
11963	135
11972	136
11972	137
11975	138
11975	139
11975	140
11979	141
11979	142
12006	143
12006	144
12009	145
12009	146
12010	147
12010	148
12010	119
12012	149
12012	150
12013	151
12013	152
12015	151
12015	153
12015	154
12018	155
12018	156
12018	157
12026	158
12026	159
12034	160
12034	161
12034	157
12040	162
12040	163
12041	164
12041	165
12043	164
12043	165
12043	166
12043	167
12059	168
12059	169
12059	170
12064	171
12064	172
12064	173
12064	174
12064	175
12064	176
12064	177
12064	178
12064	179
12064	180
12064	181
12074	182
12074	183
12074	184
12079	185
12079	186
12079	187
12080	185
12080	188
12080	189
12080	187
12080	190
12081	191
12081	192
12082	191
12082	192
12089	193
12089	194
